ExtremeAbsMode1-Value,ExtremeAbsMode1-freq,ExtremeAbsMode2-Value,ExtremeAbsMode2-freq,ExtremeAbsMode3-Value,ExtremeAbsMode3-freq,ExtremeAbsMode4-Value,ExtremeAbsMode4-freq,ExtremeAbsMode5-Value,ExtremeAbsMode5-freq,ExtremeDiffMode1-Value,ExtremeDiffMode1-freq,ExtremeDiffMode2-Value,ExtremeDiffMode2-freq,ExtremeDiffMode3-Value,ExtremeDiffMode3-freq,ExtremeDiffMode4-Value,ExtremeDiffMode4-freq,ExtremeDiffMode5-Value,ExtremeDiffMode5-freq,ExtremeTrendMode1-Value,ExtremeTrendMode1-freq,ExtremeTrendMode2-Value,ExtremeTrendMode2-freq,ExtremeTrendMode3-Value,ExtremeTrendMode3-freq,ExtremeTrendMode4-Value,ExtremeTrendMode4-freq,ExtremeTrendMode5-Value,ExtremeTrendMode5-freq,ExtremePowerMode1-Value,ExtremePowerMode1-freq,ExtremePowerMode2-Value,ExtremePowerMode2-freq,ExtremePowerMode3-Value,ExtremePowerMode3-freq,ExtremePowerMode4-Value,ExtremePowerMode4-freq,ExtremePowerMode5-Value,ExtremePowerMode5-freq,ExtremePower2Mode1-Value,ExtremePower2Mode1-freq,ExtremePower2Mode2-Value,ExtremePower2Mode2-freq,ExtremePower2Mode3-Value,ExtremePower2Mode3-freq,ExtremePower2Mode4-Value,ExtremePower2Mode4-freq,ExtremePower2Mode5-Value,ExtremePower2Mode5-freq,ExpertResult
 1.000, 2.849, 0.913, 2.811, 0.872, 2.874,0,0,0,0, 0.719, 2.811, 0.673, 2.849, 0.520, 2.874,0,0,0,0, 1.000, 2.849, 0.913, 2.811, 0.872, 2.874,0,0,0,0, 1.499, 2.811, 1.282, 2.849, 1.074, 2.874,0,0,0,0, 3.079, 2.936, 2.195, 2.811, 2.179, 1.117, 2.108, 0.979, 1.978, 2.849,5
 1.000, 0.979, 0.979, 0.916, 0.834, 1.067, 0.760, 1.117, 0.679, 1.217, 0.194, 0.979, 0.121, 0.916, 0.078, 1.067, 0.076, 1.117, 0.071, 1.606, 1.000, 0.979, 0.979, 0.916, 0.834, 1.067, 0.760, 1.117, 0.679, 1.217, 0.808, 0.979, 0.502, 1.117, 0.347, 1.217, 0.290, 1.606, 0.243, 0.916, 9.982, 1.983, 7.680, 0.979, 6.386, 1.117, 6.112, 3.162, 5.759, 1.217,4
 0.866, 1.004, 0.832, 1.029, 0.818, 1.067, 0.769, 1.104, 0.730, 1.142, 0.209, 1.481, 0.068, 1.280, 0.048, 1.142, 0.045, 1.067, 0.045, 1.004, 0.866, 1.004, 0.832, 1.029, 0.818, 1.067, 0.769, 1.104, 0.730, 1.142,27.500, 3.137,14.257, 1.481,0,0,0,0,0,0,69.323, 3.137,46.506, 1.481,0,0,0,0,0,0,4
 1.000, 0.954, 0.939, 0.979, 0.865, 1.092, 0.768, 1.293, 0.697, 1.117, 0.346, 1.682, 0.341, 1.293, 0.341, 0.979, 0.322, 1.092, 0.293, 1.180, 1.000, 0.954, 0.939, 0.979, 0.865, 1.092, 0.768, 1.293, 0.697, 1.117, 1.503, 1.180, 1.265, 0.979, 0.944, 1.293, 0.885, 1.117, 0.651, 1.707, 4.850, 0.979, 4.832, 1.180, 3.477, 1.117, 3.114, 1.330, 2.428, 0.954,4
 1.000, 2.823, 0.687, 0.916,0,0,0,0,0,0, 0.882, 2.823, 0.319, 0.916,0,0,0,0,0,0, 1.000, 2.823, 0.687, 0.916,0,0,0,0,0,0, 2.401, 2.823, 2.253, 0.916,0,0,0,0,0,0, 6.544, 0.916, 2.640, 2.823, 1.827, 1.180,0,0,0,0,7
 1.000, 2.635,0,0,0,0,0,0,0,0, 0.883, 2.635,0,0,0,0,0,0,0,0, 1.000, 2.635,0,0,0,0,0,0,0,0, 2.286, 2.635,0,0,0,0,0,0,0,0, 3.080, 2.635,0,0,0,0,0,0,0,0,7
 1.000, 2.783,0,0,0,0,0,0,0,0, 0.887, 2.783,0,0,0,0,0,0,0,0, 1.000, 2.783,0,0,0,0,0,0,0,0, 1.357, 2.783,0,0,0,0,0,0,0,0, 1.731, 2.783,0,0,0,0,0,0,0,0,5
 1.000, 2.197,0,0,0,0,0,0,0,0, 0.993, 2.197,0,0,0,0,0,0,0,0, 1.000, 2.197,0,0,0,0,0,0,0,0, 2.516, 2.197,0,0,0,0,0,0,0,0, 2.928, 2.197,0,0,0,0,0,0,0,0,7
 0.993, 0.928, 0.947, 0.977, 0.801, 1.135, 0.687, 1.270, 0.607, 1.416, 0.142, 0.977, 0.097, 1.135, 0.067, 1.270, 0.053, 0.928, 0.040, 1.587, 0.993, 0.928, 0.947, 0.977, 0.801, 1.135, 0.687, 1.270, 0.607, 1.416, 1.298, 0.977, 0.625, 1.270, 0.610, 1.135, 0.380, 1.587,0,0,11.769, 0.977, 8.707, 1.135, 8.336, 1.270, 6.136, 1.587, 5.767, 0.928,3
 0.746, 1.074, 0.632, 1.135, 0.587, 1.221, 0.544, 1.306, 0.471, 1.404, 0.186, 1.074, 0.135, 2.173, 0.080, 1.221, 0.072, 1.855, 0.066, 1.306, 0.746, 1.074, 0.632, 1.135, 0.587, 1.221, 0.544, 1.306, 0.471, 1.404, 0.733, 1.074, 0.410, 1.221, 0.372, 1.135, 0.345, 1.855, 0.325, 1.648, 4.824, 1.648, 4.702, 1.135, 4.636, 1.855, 4.468, 1.306, 4.288, 1.221,7
 0.876, 1.001, 0.811, 1.135, 0.771, 1.099, 0.693, 1.208, 0.688, 1.282, 0.405, 2.502, 0.232, 2.539, 0.116, 2.209, 0.100, 1.135, 0.095, 2.173, 0.876, 1.001, 0.811, 1.135, 0.771, 1.099, 0.693, 1.208, 0.688, 1.282, 2.290, 2.209, 1.309, 2.539, 0.558, 2.502, 0.541, 1.550, 0.502, 1.001, 8.452, 1.550, 8.222, 2.209, 7.417, 1.001, 5.965, 1.343, 5.393, 2.673,3
 1.000, 2.368,0,0,0,0,0,0,0,0, 0.896, 2.368,0,0,0,0,0,0,0,0, 1.000, 2.368,0,0,0,0,0,0,0,0, 2.289, 2.368,0,0,0,0,0,0,0,0, 3.041, 2.368,0,0,0,0,0,0,0,0,8
 0.898, 0.989, 0.875, 0.952, 0.829, 1.050, 0.754, 1.135, 0.693, 1.184, 0.123, 0.989, 0.121, 1.050, 0.082, 1.306, 0.073, 1.135, 0.064, 1.184, 0.898, 0.989, 0.875, 0.952, 0.829, 1.050, 0.754, 1.135, 0.693, 1.184, 1.040, 1.306, 0.855, 2.075, 0.482, 1.050, 0.441, 1.184, 0.412, 0.989,10.517, 1.306, 9.637, 2.075, 5.964, 1.050, 5.878, 1.184, 5.103, 1.709,3
 1.000, 1.013, 0.912, 0.903, 0.893, 0.977, 0.877, 0.928, 0.794, 1.221, 0.472, 2.319, 0.338, 6.665, 0.321, 1.013, 0.219, 1.221, 0.217, 0.977, 1.000, 1.013, 0.912, 0.903, 0.893, 0.977, 0.877, 0.928, 0.794, 1.221, 1.826, 2.319, 1.291, 6.665, 0.809, 1.221, 0.717, 1.013, 0.708, 1.074, 6.931, 1.221, 6.524, 1.074, 4.146, 1.453, 4.025, 0.928, 3.718, 1.575,3
 0.982, 0.916, 0.717, 1.184, 0.677, 1.257, 0.622, 1.355, 0.590, 1.428, 0.253, 2.307, 0.187, 0.916, 0.112, 3.271, 0.066, 2.234, 0.064, 1.843, 0.982, 0.916, 0.717, 1.184, 0.677, 1.257, 0.622, 1.355, 0.590, 1.428, 2.869, 0.916, 1.315, 2.307, 0.738, 1.428,0,0,0,0,19.365, 0.916, 9.833, 1.428, 5.848, 1.257, 4.853, 1.184, 4.244, 1.355,8
 0.798, 1.086, 0.763, 1.147, 0.742, 1.172, 0.695, 1.245, 0.587, 1.440, 0.091, 1.440, 0.080, 1.245, 0.049, 2.124, 0.043, 1.086, 0.041, 1.172, 0.798, 1.086, 0.763, 1.147, 0.742, 1.172, 0.695, 1.245, 0.587, 1.440, 1.924, 1.440, 1.257, 2.124, 0.931, 1.245,0,0,0,0,16.147, 1.440,13.142, 2.124,10.837, 1.245, 6.132, 1.953, 5.783, 1.807,4
 0.804, 1.086, 0.791, 1.111, 0.673, 1.257, 0.637, 1.331, 0.603, 1.404, 0.128, 1.636, 0.085, 1.111, 0.044, 1.489, 0.032, 1.404, 0.031, 2.637, 0.804, 1.086, 0.791, 1.111, 0.673, 1.257, 0.637, 1.331, 0.603, 1.404, 5.635, 1.636,0,0,0,0,0,0,0,0,28.681, 1.636, 9.732, 2.637, 9.474, 1.111, 6.953, 1.489,0,0,3
 1.000, 0.903, 0.935, 0.952, 0.854, 0.977, 0.824, 1.025, 0.779, 1.062, 0.183, 2.454, 0.112, 1.648, 0.085, 0.903, 0.074, 1.062, 0.072, 0.952, 1.000, 0.903, 0.935, 0.952, 0.854, 0.977, 0.824, 1.025, 0.779, 1.062,59.328, 2.454,0,0,0,0,0,0,0,0,112.283, 2.454,24.206, 1.648,0,0,0,0,0,0,4
 1.000, 2.563, 0.603, 0.989, 0.601, 0.952, 0.556, 1.025, 0.540, 1.099, 0.839, 2.563,0,0,0,0,0,0,0,0, 1.000, 2.563, 0.603, 0.989, 0.601, 0.952, 0.556, 1.025, 0.540, 1.099, 2.275, 2.563, 0.619, 1.172,0,0,0,0,0,0, 6.677, 1.172, 4.504, 1.770, 3.391, 1.099, 3.126, 1.343, 2.929, 0.952,3
 1.000, 1.453,0,0,0,0,0,0,0,0, 0.941, 1.453,0,0,0,0,0,0,0,0, 1.000, 1.453,0,0,0,0,0,0,0,0, 1.734, 1.453,0,0,0,0,0,0,0,0, 2.431, 1.453,0,0,0,0,0,0,0,0,8
 1.000, 2.271,0,0,0,0,0,0,0,0, 0.836, 2.271,0,0,0,0,0,0,0,0, 1.000, 2.271,0,0,0,0,0,0,0,0, 2.856, 2.271,0,0,0,0,0,0,0,0, 3.525, 2.271,0,0,0,0,0,0,0,0,6
 1.000, 2.539, 0.963, 2.502,0,0,0,0,0,0, 0.773, 2.539, 0.772, 2.502,0,0,0,0,0,0, 1.000, 2.539, 0.963, 2.502,0,0,0,0,0,0, 5.032, 2.502, 2.485, 2.539,0,0,0,0,0,0, 5.557, 2.502, 2.978, 2.539,0,0,0,0,0,0,7
 1.000, 0.940, 0.864, 2.661, 0.861, 0.964, 0.825, 0.989, 0.766, 1.123, 0.666, 2.661, 0.501, 2.844, 0.395, 2.881, 0.249, 0.940, 0.223, 1.123, 1.000, 0.940, 0.864, 2.661, 0.861, 0.964, 0.825, 0.989, 0.766, 1.123, 8.744, 1.563, 2.246, 0.989,0,0,0,0,0,0,24.185, 1.563, 8.659, 1.123, 8.514, 0.989, 8.388, 1.282,0,0,3
 0.982, 0.940, 0.963, 1.025, 0.647, 1.331, 0.625, 1.379, 0.597, 1.453, 0.236, 1.025, 0.098, 0.940, 0.055, 1.611, 0.053, 1.453,0,0, 0.982, 0.940, 0.963, 1.025, 0.647, 1.331, 0.625, 1.379, 0.597, 1.453, 3.104, 1.880, 2.714, 1.025, 1.208, 2.856, 0.912, 1.611,0,0,20.975, 1.880,19.479, 1.025,12.698, 2.856,11.170, 1.611, 7.790, 1.453,4
 0.488, 1.733, 0.427, 1.990, 0.398, 2.490, 0.397, 2.124, 0.325, 2.637, 0.108, 2.490, 0.093, 2.124, 0.048, 1.733, 0.034, 2.832, 0.024, 1.990, 0.488, 1.733, 0.427, 1.990, 0.398, 2.490, 0.397, 2.124, 0.325, 2.637, 2.938, 2.124, 0.898, 2.832, 0.891, 2.490, 0.792, 1.733,0,0,11.278, 2.832,11.178, 2.124,10.035, 1.733, 8.898, 3.809, 5.136, 3.320,4
 1.000, 1.099,0,0,0,0,0,0,0,0, 0.772, 1.099,0,0,0,0,0,0,0,0, 1.000, 1.099,0,0,0,0,0,0,0,0,23.562, 2.710,10.996, 1.099,0,0,0,0,0,0,45.368, 2.710,25.048, 1.099,0,0,0,0,0,0,8
 1.000, 2.600,0,0,0,0,0,0,0,0, 0.981, 2.600,0,0,0,0,0,0,0,0, 1.000, 2.600,0,0,0,0,0,0,0,0, 1.122, 2.600,0,0,0,0,0,0,0,0, 1.147, 2.600,0,0,0,0,0,0,0,0,8
 0.878, 1.111, 0.766, 1.050, 0.693, 1.184, 0.673, 4.089, 0.529, 1.440, 0.510, 4.089, 0.259, 3.796, 0.250, 1.111, 0.212, 3.528, 0.129, 1.184, 0.878, 1.111, 0.766, 1.050, 0.693, 1.184, 0.673, 4.089, 0.529, 1.440, 1.588, 1.184, 1.542, 1.514, 1.500, 4.089, 1.036, 3.796, 0.642, 1.111,13.125, 1.184,12.957, 1.514, 6.063, 1.855, 4.983, 1.111, 4.329, 1.050,7
 1.000, 1.978, 0.501, 2.795,0,0,0,0,0,0, 0.992, 1.978, 0.485, 2.795,0,0,0,0,0,0, 1.000, 1.978, 0.501, 2.795,0,0,0,0,0,0, 2.534, 1.978, 1.332, 2.795,0,0,0,0,0,0, 2.846, 1.978, 1.492, 2.795,0,0,0,0,0,0,8
 0.846, 2.026, 0.808, 0.989, 0.803, 1.147, 0.741, 1.978, 0.688, 1.013, 0.624, 2.026, 0.524, 1.978, 0.401, 1.147, 0.326, 0.989, 0.236, 0.940, 0.846, 2.026, 0.808, 0.989, 0.803, 1.147, 0.741, 1.978, 0.688, 1.013, 0.973, 2.026, 0.666, 1.978, 0.644, 0.989, 0.581, 1.147, 0.344, 0.940, 2.539, 0.940, 2.400, 0.989, 2.278, 2.026, 2.254, 1.086, 1.903, 1.367,9
 1.000, 0.940, 0.775, 1.074, 0.638, 0.903, 0.632, 1.001, 0.611, 0.964, 0.469, 0.940, 0.421, 1.074, 0.318, 2.087, 0.229, 1.428, 0.212, 1.318, 1.000, 0.940, 0.775, 1.074, 0.638, 0.903, 0.632, 1.001, 0.611, 0.964, 0.678, 0.940, 0.670, 1.074, 0.569, 1.001, 0.547, 2.087, 0.274, 1.318, 3.225, 1.111, 2.802, 0.940, 2.439, 1.001, 1.941, 1.917, 1.904, 1.208,9
 1.000, 1.086, 0.927, 1.160, 0.760, 0.916, 0.751, 1.111, 0.738, 1.538, 0.445, 1.538, 0.381, 1.160, 0.376, 1.086, 0.265, 1.404, 0.240, 1.282, 1.000, 1.086, 0.927, 1.160, 0.760, 0.916, 0.751, 1.111, 0.738, 1.538, 1.064, 1.318, 0.841, 1.538, 0.760, 1.404, 0.713, 1.086, 0.530, 1.184, 3.722, 1.184, 3.408, 1.318, 2.836, 1.086, 2.494, 0.916, 2.455, 1.538,9
 1.000, 1.538, 0.802, 1.721,0,0,0,0,0,0, 0.938, 1.538, 0.690, 1.721,0,0,0,0,0,0, 1.000, 1.538, 0.802, 1.721,0,0,0,0,0,0, 2.589, 1.538, 0.829, 1.721,0,0,0,0,0,0, 3.094, 1.538, 1.178, 1.721,0,0,0,0,0,0,8
 1.000,10.352, 0.613,10.303,0,0,0,0,0,0, 0.785,10.352, 0.349,10.303,0,0,0,0,0,0, 1.000,10.352, 0.613,10.303,0,0,0,0,0,0, 5.758,10.352, 1.451,10.303,0,0,0,0,0,0, 7.531,10.352, 2.495,10.303,0,0,0,0,0,0,8
 1.000, 2.478,0,0,0,0,0,0,0,0, 0.788, 2.478,0,0,0,0,0,0,0,0, 1.000, 2.478,0,0,0,0,0,0,0,0, 1.674, 2.478,0,0,0,0,0,0,0,0, 2.283, 2.478,0,0,0,0,0,0,0,0,3
 1.000, 2.397, 0.688, 2.359,0,0,0,0,0,0, 0.901, 2.397, 0.599, 2.359,0,0,0,0,0,0, 1.000, 2.397, 0.688, 2.359,0,0,0,0,0,0, 1.384, 2.397, 0.679, 2.359,0,0,0,0,0,0, 1.905, 2.397, 1.026, 2.359,0,0,0,0,0,0,2
 1.000, 1.001, 0.711, 0.940, 0.653, 1.086, 0.501, 1.038,0,0, 0.607, 1.001, 0.282, 0.940, 0.278, 1.086,0,0,0,0, 1.000, 1.001, 0.711, 0.940, 0.653, 1.086, 0.501, 1.038,0,0, 0.952, 2.295, 0.810, 0.940, 0.681, 1.001, 0.652, 1.086, 0.435, 1.282, 4.278, 1.282, 3.993, 1.086, 3.076, 0.940, 2.192, 1.001, 2.154, 1.038,4
 1.000, 2.307,0,0,0,0,0,0,0,0, 0.843, 2.307,0,0,0,0,0,0,0,0, 1.000, 2.307,0,0,0,0,0,0,0,0, 1.626, 2.307,0,0,0,0,0,0,0,0, 2.684, 2.307,0,0,0,0,0,0,0,0,7
 1.000, 2.319, 0.972, 2.295,0,0,0,0,0,0, 0.854, 2.319, 0.845, 2.295,0,0,0,0,0,0, 1.000, 2.319, 0.972, 2.295,0,0,0,0,0,0, 2.282, 2.295, 1.611, 2.319,0,0,0,0,0,0, 2.606, 2.295, 2.005, 2.319,0,0,0,0,0,0,6
 1.000, 2.185,0,0,0,0,0,0,0,0, 0.796, 2.185,0,0,0,0,0,0,0,0, 1.000, 2.185,0,0,0,0,0,0,0,0, 1.309, 2.185,0,0,0,0,0,0,0,0, 2.054, 2.185,0,0,0,0,0,0,0,0,7
 1.000, 2.087, 0.806, 2.148, 0.603, 2.222, 0.505, 1.807,0,0, 0.830, 2.087, 0.653, 2.148, 0.413, 2.222, 0.329, 1.807,0,0, 1.000, 2.087, 0.806, 2.148, 0.603, 2.222, 0.505, 1.807,0,0, 2.300, 3.162, 1.404, 2.222, 1.374, 2.087, 1.010, 2.148, 0.581, 0.928,11.740, 3.162, 4.108, 0.928, 3.827, 5.518, 3.311, 4.883, 2.983, 1.465,8
 1.000, 2.148, 0.913, 2.087, 0.866, 2.222,0,0,0,0, 0.838, 2.148, 0.738, 2.087, 0.664, 2.222,0,0,0,0, 1.000, 2.148, 0.913, 2.087, 0.866, 2.222,0,0,0,0,20.994, 3.162,0,0,0,0,0,0,0,0,43.334, 3.162,0,0,0,0,0,0,0,0,7
 1.000, 2.783,0,0,0,0,0,0,0,0, 0.883, 2.783,0,0,0,0,0,0,0,0, 1.000, 2.783,0,0,0,0,0,0,0,0, 1.346, 2.783,0,0,0,0,0,0,0,0, 1.772, 2.783,0,0,0,0,0,0,0,0,5
 1.000, 2.783, 0.890, 2.820, 0.561, 2.734,0,0,0,0, 0.874, 2.783, 0.769, 2.820, 0.448, 2.734,0,0,0,0, 1.000, 2.783, 0.890, 2.820, 0.561, 2.734,0,0,0,0, 1.856, 2.783, 1.609, 2.820, 1.314, 2.734,0,0,0,0, 2.020, 2.783, 1.819, 2.820, 1.478, 2.734,0,0,0,0,5
 0.456, 3.263, 0.436, 3.790, 0.283, 1.531,0,0,0,0, 0.417, 3.263, 0.401, 3.790, 0.269, 1.531,0,0,0,0, 0.456, 3.263, 0.436, 3.790, 0.283, 1.531,0,0,0,0, 1.037, 3.790, 0.525, 1.531, 0.494, 3.263,0,0,0,0, 2.308, 6.199, 1.403, 4.229, 1.041, 3.790, 0.610, 1.531, 0.537, 3.263,2
 1.000, 1.794,0,0,0,0,0,0,0,0, 0.851, 1.794,0,0,0,0,0,0,0,0, 1.000, 1.794,0,0,0,0,0,0,0,0, 1.338, 1.794,0,0,0,0,0,0,0,0, 2.246, 0.964, 2.216, 1.794, 1.350, 1.196, 1.319, 1.941, 1.004, 1.855,8
 1.000, 0.964, 0.918, 1.086, 0.834, 1.160, 0.629, 1.050, 0.509, 1.025, 0.565, 0.964, 0.512, 1.086, 0.484, 1.160, 0.166, 1.050,0,0, 1.000, 0.964, 0.918, 1.086, 0.834, 1.160, 0.629, 1.050, 0.509, 1.025, 2.063, 0.964, 0.985, 1.086, 0.794, 1.160,0,0,0,0, 5.436, 0.964, 2.914, 1.086, 2.316, 1.160, 1.565, 1.050, 1.519, 1.025,3
 1.000, 1.794,0,0,0,0,0,0,0,0, 0.977, 1.794,0,0,0,0,0,0,0,0, 1.000, 1.794,0,0,0,0,0,0,0,0, 1.196, 1.794,0,0,0,0,0,0,0,0, 1.327, 1.794,0,0,0,0,0,0,0,0,9
 1.000, 1.794, 0.799, 0.964, 0.681, 1.318, 0.588, 1.025,0,0, 0.861, 1.794, 0.593, 0.964, 0.477, 1.318, 0.289, 1.025,0,0, 1.000, 1.794, 0.799, 0.964, 0.681, 1.318, 0.588, 1.025,0,0, 2.282, 0.964, 1.001, 1.794, 0.646, 1.025, 0.626, 1.318,0,0, 2.994, 0.964, 2.530, 1.025, 1.633, 1.318, 1.280, 1.794, 0.938, 1.819,3
 1.000, 0.928,0,0,0,0,0,0,0,0, 0.727, 0.928,0,0,0,0,0,0,0,0, 1.000, 0.928,0,0,0,0,0,0,0,0, 1.147, 0.928,0,0,0,0,0,0,0,0, 2.639, 0.928,0,0,0,0,0,0,0,0,3
 1.000, 3.564, 0.518, 3.627,0,0,0,0,0,0, 0.822, 3.564, 0.423, 3.627,0,0,0,0,0,0, 1.000, 3.564, 0.518, 3.627,0,0,0,0,0,0, 2.126, 3.564, 0.590, 3.627,0,0,0,0,0,0, 2.981, 3.564, 0.880, 3.627,0,0,0,0,0,0,2
 1.000, 2.271, 0.616, 2.124, 0.548, 2.148,0,0,0,0, 0.855, 2.271, 0.389, 2.124, 0.389, 2.148,0,0,0,0, 1.000, 2.271, 0.616, 2.124, 0.548, 2.148,0,0,0,0, 2.940, 2.271, 1.082, 2.148, 1.024, 2.124,0,0,0,0, 5.077, 3.015, 3.478, 2.271, 1.805, 2.124, 1.263, 2.063, 1.240, 2.148,7
 1.000, 0.940, 0.792, 1.013, 0.717, 1.074, 0.628, 1.111, 0.607, 1.147, 0.319, 0.940, 0.162, 1.013, 0.117, 1.074, 0.088, 1.331,0,0, 1.000, 0.940, 0.792, 1.013, 0.717, 1.074, 0.628, 1.111, 0.607, 1.147, 0.794, 2.148, 0.770, 1.575, 0.747, 0.940, 0.561, 2.222, 0.443, 1.770, 8.722, 3.674, 7.997, 6.384, 5.760, 3.308, 5.274, 0.940, 4.555, 1.575,8
 1.000, 2.490, 0.647, 2.295, 0.581, 2.429,0,0,0,0, 0.870, 2.490, 0.579, 2.295, 0.457, 2.429,0,0,0,0, 1.000, 2.490, 0.647, 2.295, 0.581, 2.429,0,0,0,0, 1.831, 2.490, 1.131, 2.295, 1.084, 2.429,0,0,0,0, 2.453, 2.490, 1.617, 2.295, 1.398, 2.429,0,0,0,0,7
 1.000, 2.490,0,0,0,0,0,0,0,0, 0.942, 2.490,0,0,0,0,0,0,0,0, 1.000, 2.490,0,0,0,0,0,0,0,0, 3.074, 2.490,0,0,0,0,0,0,0,0, 3.765, 2.490,0,0,0,0,0,0,0,0,7
 1.000, 2.197, 0.822, 2.148,0,0,0,0,0,0, 0.715, 2.197, 0.617, 2.148,0,0,0,0,0,0, 1.000, 2.197, 0.822, 2.148,0,0,0,0,0,0,11.215, 3.821, 2.370, 1.331,0,0,0,0,0,0,24.740, 3.821, 6.373, 1.331,0,0,0,0,0,0,7
 1.000, 2.811, 0.902, 2.598,0,0,0,0,0,0, 0.934, 2.811, 0.837, 2.598,0,0,0,0,0,0, 1.000, 2.811, 0.902, 2.598,0,0,0,0,0,0, 1.430, 2.811, 1.224, 2.598,0,0,0,0,0,0, 1.514, 2.811, 1.451, 2.598,0,0,0,0,0,0,2
 1.000, 1.575, 0.930, 2.087, 0.837, 2.051, 0.733, 1.990, 0.636, 1.953, 0.836, 1.575, 0.569, 2.051, 0.540, 1.990, 0.529, 1.953, 0.511, 2.087, 1.000, 1.575, 0.930, 2.087, 0.837, 2.051, 0.733, 1.990, 0.636, 1.953, 1.781, 1.953, 1.188, 2.051, 1.184, 1.575, 0.885, 1.990, 0.843, 2.087, 2.452, 2.087, 2.017, 1.953, 1.744, 2.051, 1.635, 1.990, 1.588, 1.575,9
 1.000, 1.111, 0.914, 0.940, 0.740, 1.025, 0.524, 1.135,0,0, 0.643, 1.111, 0.477, 0.940, 0.416, 1.025, 0.199, 1.135,0,0, 1.000, 1.111, 0.914, 0.940, 0.740, 1.025, 0.524, 1.135,0,0, 0.930, 1.111, 0.766, 1.025, 0.753, 0.940, 0.457, 1.135,0,0, 2.981, 1.025, 2.708, 0.940, 2.512, 1.111, 1.915, 1.184, 1.813, 1.135,3
 1.000, 1.965,0,0,0,0,0,0,0,0, 0.858, 1.965,0,0,0,0,0,0,0,0, 1.000, 1.965,0,0,0,0,0,0,0,0, 0.988, 1.965,0,0,0,0,0,0,0,0, 1.287, 1.965,0,0,0,0,0,0,0,0,8
 1.000, 1.074, 0.957, 1.428, 0.930, 1.099, 0.816, 1.807, 0.806, 0.952, 0.563, 1.428, 0.535, 1.807, 0.455, 1.074, 0.369, 1.099, 0.364, 1.270, 1.000, 1.074, 0.957, 1.428, 0.930, 1.099, 0.816, 1.807, 0.806, 0.952, 1.081, 0.952, 1.050, 1.270, 0.993, 1.807, 0.901, 1.843, 0.856, 1.099, 4.825, 0.952, 4.669, 1.843, 3.820, 1.270, 3.302, 1.099, 2.617, 1.172,3
 1.000, 1.819, 0.844, 1.245, 0.835, 1.697,0,0,0,0, 0.895, 1.819, 0.757, 1.245, 0.730, 1.697,0,0,0,0, 1.000, 1.819, 0.844, 1.245, 0.835, 1.697,0,0,0,0, 1.432, 1.819, 1.408, 1.697, 1.040, 1.245,0,0,0,0, 2.124, 1.819, 1.803, 1.697, 1.632, 1.245,0,0,0,0,3
 1.000, 1.099, 0.966, 0.952, 0.812, 1.050, 0.611, 1.001, 0.583, 1.233, 0.860, 0.952, 0.831, 1.099, 0.637, 1.050, 0.488, 1.233, 0.447, 1.001, 1.000, 1.099, 0.966, 0.952, 0.812, 1.050, 0.611, 1.001, 0.583, 1.233, 2.005, 0.952, 1.884, 1.233, 1.394, 1.099, 0.993, 1.050, 0.921, 1.001, 2.587, 0.952, 2.199, 1.099, 2.074, 1.233, 1.798, 1.050, 1.482, 1.001,8
 0.942, 1.001, 0.926, 0.977, 0.889, 1.160, 0.866, 1.038, 0.813, 1.135, 0.185, 1.160, 0.141, 0.977, 0.107, 1.135, 0.096, 1.001, 0.075, 1.074, 0.942, 1.001, 0.926, 0.977, 0.889, 1.160, 0.866, 1.038, 0.813, 1.135, 0.471, 1.160, 0.407, 1.306, 0.387, 1.074, 0.383, 1.611, 0.273, 0.977, 6.665, 1.306, 6.137, 1.611, 5.222, 1.160, 4.633, 1.233, 4.499, 1.074,3
 1.000, 0.964, 0.928, 1.001, 0.853, 1.050, 0.810, 1.074, 0.780, 1.270, 0.282, 1.270, 0.226, 1.050, 0.223, 1.001, 0.219, 0.964, 0.166, 1.074, 1.000, 0.964, 0.928, 1.001, 0.853, 1.050, 0.810, 1.074, 0.780, 1.270, 0.885, 1.001, 0.783, 1.270, 0.741, 0.964, 0.389, 1.135, 0.373, 1.416, 5.063, 1.270, 4.315, 0.964, 3.968, 1.001, 3.672, 1.416, 3.288, 1.135,3
 1.000, 0.928, 0.692, 1.147, 0.556, 1.050,0,0,0,0, 0.594, 0.928, 0.329, 1.147, 0.163, 1.050,0,0,0,0, 1.000, 0.928, 0.692, 1.147, 0.556, 1.050,0,0,0,0, 1.930, 0.928, 0.499, 1.147, 0.391, 1.050,0,0,0,0, 5.887, 0.928, 2.644, 1.147, 1.830, 1.050,0,0,0,0,9
